,,,,
148f,7601,0.00,,802.11 n WLAN
148f,760b,0.00,MediaTek,802.11 n WLAN
152d,0562,4.09,JMicron,JMS579
152d,9561,1.05,JMicron,JMS56x Series
1532,0016,1.00,Razer,Razer DeathAdder
1532,001c,1.00,Razer ,Razer Abyssus
1532,0042,2.00,Razer,Razer Abyssus
1532,004f,2.00,Razer,Razer DeathAdder
1532,006e,2.00,Razer,Razer DeathAdder Essential
154b,0054,1.00,PNY Technologies,USB 2.0 FD
154f,1000,0.60,,
154f,1300,2.78,,BTP-L5252(U) 1
1567,8902,1.00,USB Flash Disk,USB Product String123456
15d9,0a4c,1.00,, USB OPTICAL MOUSE
15d9,0a4e,1.00,, USB OPTICAL MOUSE
15d9,0a4f,1.00,, USB OPTICAL MOUSE
1609,3a04,0.00,Flash,USB Disk
173d,0006,1.51,,
174c,55aa,1.00,Ugreen,Ugreen Storage Device
1780,0401,0.01,Tendyron,Tendyron Token
17ef,3870,1.00,,
17ef,3898,1.00,,
17ef,4515,0.00,JMicron,Lenovo Portable HDD
17ef,451d,1.00,Lenovo,Lenovo Portable HDD
17ef,5406,1.00,Lenovo,LJ2200
17ef,540a,1.00,Lenovo,LJ3600D
17ef,540f,1.00,Lenovo,LJ2400
17ef,5410,1.00,Lenovo,LJ2400L
17ef,5412,1.00,Lenovo,LJ2650DN
17ef,541d,1.00,Lenovo,LJ2405D
17ef,541e,1.00,Lenovo,LJ2605D
17ef,5430,1.00,Lenovo,LJ3303DN LJ3803DN Series
17ef,5434,1.00,Lenovo,LJ2405
17ef,5445,1.00,Lenovo,L100DW
17ef,561a,1.00,Lenovo,M7405D
17ef,561b,1.00,Lenovo,M7615DNA
17ef,562a,1.00,Lenovo,M7216
17ef,5637,1.00,Lenovo,M7400
17ef,600e,1.00,PixArt,Lenovo USB Optical Mouse
17ef,6018,1.40,Lenovo,Lenovo USB Keyboard
17ef,6019,1.00,PixArt,Lenovo USB Optical Mouse
17ef,6025,1.10,,ThinkPad USB Travel Mouse
17ef,602d,0.40,,Lenovo Black Silk USB Keyboard
17ef,602e,1.00,PixArt,USB Optical Mouse
17ef,6039,1.70,,Lenovo Laser Wireless Mouse
17ef,6050,0.09,,Lenovo Precision USB Mouse
17ef,6054,0.10,,Lenovo Multi-function Mouse M300
17ef,608c,1.07,Lenovo,Lenovo Calliope USB Keyboard
17ef,608d,1.00,PixArt,lenovo USB Optical Mouse
17ef,6098,1.10,Lenovo,Lenovo Wireless KB_Mouse KN100
17ef,6099,1.14,LiteOn,Lenovo Traditional USB Keyboard
17ef,60b1,1.02,Lenovo,Lenovo Wireless Mouse N3903
17ef,60e0,1.00,Lenovo,Lenovo OpticalMouse
17ef,730a,0.00,USB2.0 External,ThinkPad Ultraslim DVD
17ef,730e,0.00,USB2.0 External,Lenovo   Ultraslim DVD
1871,0142,0.0c,AVEO Technology Corp.,USB2.0 Camera
18d1,4ee8,4.09,OPPO,SDM450-QRD _SN:B9B7D687
18ec,3399,1.00,ARKMICRO,USB2.0 PC CAMERA
18f8,0f97,1.00,,USB OPTICAL MOUSE 
18f8,0f99,1.00,,USB OPTICAL MOUSE 
1908,0226,1.11,,
192f,0416,2.00,,USB Optical Mouse
192f,0916,2.00,,
1987,0922,2.00,ViKeyAPP,ViKeyAPP
1a2c,0002,1.10,USB,USB Keykoard
1a2c,0042,1.10,SEMICCHIP,Usb Mouse
1a2c,0044,1.10,SIGMACHIP,Usb Mouse
1a2c,0b2a,1.10,SEM,USB Keyboard
1a2c,0c21,1.10,USB,USB Keyboard
1a2c,0e24,1.10,SEM,USB Keyboard
1a2c,2124,1.10,SEM,USB Keyboard
1a2c,2d23,1.10,USB,USB Keyboard
1a2c,2f2a,1.10,SEMICO,USB Keyboard
